occupation,age,education_level,marital_status,communication_channel,call_month,call_day,call_duration,call_frequency,previous_campaign_outcome,conversion_status
unidentified,34,high_school,married,mobile,November,21,50,2,unidentified,not_converted
technical_specialist,58,high_school,married,landline,July,29,28,4,unidentified,not_converted
administrative_staff,30,high_school,single,mobile,May,18,227,2,unidentified,not_converted
executive,33,college,single,mobile,February,5,271,2,other_outcome,not_converted
executive,53,college,married,mobile,November,21,84,2,unidentified,not_converted
administrative_staff,55,high_school,married,unidentified,May,30,41,3,unidentified,not_converted
executive,51,college,married,unidentified,June,20,435,4,unidentified,not_converted
technical_specialist,54,high_school,divorced,mobile,May,11,101,1,unsuccessful,not_converted
executive,49,high_school,divorced,mobile,January,28,301,1,unidentified,not_converted
retired_worker,67,college,married,mobile,August,6,254,2,unidentified,converted
executive,39,high_school,single,mobile,November,19,43,1,other_outcome,not_converted
manual_worker,44,high_school,married,unidentified,May,28,199,3,unidentified,not_converted
manual_worker,32,high_school,single,mobile,November,19,184,2,unsuccessful,not_converted
administrative_staff,38,high_school,married,mobile,March,26,143,2,unidentified,not_converted
retired_worker,59,elementary_school,married,landline,June,19,1321,3,unidentified,converted
executive,43,college,married,mobile,August,18,36,4,unidentified,not_converted
administrative_staff,32,high_school,married,unidentified,May,7,161,2,unidentified,not_converted
manual_worker,52,high_school,married,mobile,April,13,81,1,unsuccessful,not_converted
service_worker,31,high_school,single,mobile,July,31,38,25,unidentified,not_converted
manual_worker,26,high_school,single,unidentified,May,12,315,1,unidentified,not_converted
technical_specialist,42,high_school,divorced,mobile,August,19,153,2,unidentified,not_converted
executive,37,high_school,single,unidentified,June,11,27,2,unidentified,not_converted
service_worker,53,high_school,married,mobile,February,2,210,1,unsuccessful,not_converted
executive,33,college,married,mobile,November,19,245,4,unidentified,not_converted
manual_worker,33,elementary_school,single,mobile,May,14,99,4,unsuccessful,not_converted
retired_worker,58,elementary_school,married,unidentified,June,20,81,2,unidentified,not_converted
technical_specialist,39,high_school,married,mobile,April,20,390,1,unidentified,not_converted
manual_worker,48,high_school,married,unidentified,May,9,71,1,unidentified,not_converted
manual_worker,40,elementary_school,married,mobile,April,6,377,3,unsuccessful,not_converted
service_worker,35,high_school,married,mobile,July,16,815,2,successful,converted
executive,41,college,single,mobile,August,4,357,2,unidentified,not_converted
administrative_staff,30,high_school,single,mobile,November,21,75,1,unidentified,not_converted
service_worker,57,high_school,married,landline,May,15,10,7,unsuccessful,not_converted
service_worker,50,unidentified,married,mobile,August,5,307,4,unidentified,not_converted
executive,28,high_school,married,mobile,May,25,123,2,unidentified,not_converted
manual_worker,51,elementary_school,married,mobile,July,7,130,1,unidentified,not_converted
executive,40,college,divorced,mobile,August,13,98,2,unidentified,not_converted
technical_specialist,33,high_school,married,mobile,April,20,210,1,other_outcome,not_converted
executive,57,college,divorced,mobile,July,17,245,1,unidentified,not_converted
domestic_worker,58,elementary_school,married,unidentified,June,9,174,1,unidentified,not_converted
service_worker,34,high_school,married,unidentified,August,13,12,1,unidentified,not_converted
business_owner,56,college,married,unidentified,June,30,45,2,unidentified,not_converted
manual_worker,25,high_school,married,unidentified,May,16,306,1,unidentified,not_converted
executive,34,college,married,mobile,August,8,229,4,unidentified,not_converted
manual_worker,38,elementary_school,married,unidentified,June,16,100,1,unidentified,not_converted
business_owner,46,high_school,married,mobile,February,6,1047,2,unsuccessful,not_converted
executive,35,college,married,mobile,February,23,155,1,unidentified,converted
service_worker,52,high_school,married,mobile,July,16,135,1,unidentified,not_converted
manual_worker,32,high_school,single,unidentified,May,23,109,2,unidentified,not_converted
service_worker,25,high_school,married,mobile,May,6,143,1,unidentified,not_converted
manual_worker,57,unidentified,married,unidentified,May,16,260,6,unidentified,not_converted
manual_worker,47,high_school,married,unidentified,June,9,127,2,unidentified,not_converted
executive,37,college,divorced,mobile,May,5,74,8,unsuccessful,not_converted
retired_worker,59,high_school,married,mobile,August,11,250,4,unidentified,not_converted
administrative_staff,49,college,single,mobile,September,3,252,2,successful,converted
manual_worker,54,high_school,married,unidentified,May,6,66,2,unidentified,not_converted
independent_worker,38,high_school,married,mobile,February,4,281,5,unidentified,not_converted
manual_worker,53,high_school,married,mobile,July,7,122,5,unidentified,not_converted
executive,36,college,married,mobile,March,12,213,3,successful,converted
business_owner,31,college,single,mobile,November,20,185,2,unidentified,not_converted
manual_worker,35,high_school,married,unidentified,May,20,281,1,unidentified,not_converted
technical_specialist,40,college,married,mobile,August,19,44,1,unidentified,not_converted
manual_worker,40,high_school,married,mobile,November,21,79,1,unsuccessful,not_converted
service_worker,40,elementary_school,married,unidentified,May,26,70,3,unidentified,not_converted
manual_worker,58,high_school,married,unidentified,May,15,404,7,unidentified,not_converted
executive,51,college,married,unidentified,June,20,27,7,unidentified,not_converted
service_worker,39,high_school,single,landline,August,18,108,1,unidentified,not_converted
executive,37,high_school,single,mobile,July,10,140,2,unidentified,not_converted
administrative_staff,38,high_school,divorced,unidentified,May,30,160,1,unidentified,not_converted
service_worker,29,high_school,single,unidentified,May,7,127,2,unidentified,not_converted
independent_worker,55,high_school,single,unidentified,May,14,38,1,unidentified,not_converted
business_owner,45,college,married,mobile,November,19,167,4,unidentified,not_converted
technical_specialist,39,high_school,married,mobile,October,23,622,1,successful,not_converted
executive,33,college,single,mobile,August,26,60,2,unidentified,not_converted
independent_worker,76,unidentified,married,landline,April,28,403,1,successful,converted
manual_worker,37,high_school,married,mobile,November,21,169,1,other_outcome,not_converted
executive,54,college,married,mobile,July,16,118,5,unidentified,not_converted
independent_worker,44,high_school,married,mobile,January,29,227,1,unidentified,not_converted
administrative_staff,27,high_school,single,mobile,May,13,466,2,unidentified,not_converted
manual_worker,58,high_school,divorced,landline,July,17,264,3,unidentified,not_converted
technical_specialist,34,high_school,married,mobile,April,17,380,1,unidentified,not_converted
technical_specialist,40,high_school,married,mobile,January,29,366,1,unidentified,not_converted
executive,56,college,married,mobile,November,17,150,2,unidentified,not_converted
executive,31,college,single,unidentified,May,23,77,3,unidentified,not_converted
service_worker,29,college,single,mobile,October,27,353,1,unidentified,converted
technical_specialist,32,high_school,married,mobile,May,12,210,2,unidentified,not_converted
service_worker,30,college,single,mobile,February,4,66,2,unidentified,not_converted
manual_worker,34,high_school,single,mobile,April,20,90,3,unsuccessful,not_converted
technical_specialist,45,high_school,divorced,mobile,April,17,183,1,unsuccessful,not_converted
technical_specialist,49,college,married,mobile,April,3,203,1,successful,not_converted
technical_specialist,30,college,single,unidentified,May,7,306,5,unidentified,not_converted
retired_worker,45,high_school,single,mobile,November,21,64,5,unidentified,not_converted
independent_worker,35,college,married,mobile,August,2,428,2,unsuccessful,not_converted
manual_worker,42,high_school,married,mobile,April,8,764,2,unidentified,not_converted
domestic_worker,55,college,divorced,unidentified,May,6,406,3,unidentified,not_converted
student,24,high_school,single,landline,May,5,60,1,unidentified,not_converted
manual_worker,52,elementary_school,married,mobile,August,7,20,4,unidentified,not_converted
manual_worker,38,high_school,single,mobile,May,7,130,1,unidentified,not_converted
manual_worker,42,elementary_school,married,unidentified,June,18,45,3,unidentified,not_converted
technical_specialist,34,college,married,mobile,August,7,144,18,unidentified,not_converted
executive,32,high_school,single,mobile,July,23,1152,2,unidentified,converted
executive,46,college,married,mobile,November,18,50,1,unsuccessful,not_converted
domestic_worker,51,college,married,unidentified,May,30,33,2,unidentified,not_converted
manual_worker,52,unidentified,married,mobile,August,4,629,1,unidentified,not_converted
administrative_staff,36,high_school,single,mobile,May,18,120,2,unidentified,not_converted
technical_specialist,30,college,single,mobile,February,3,179,1,other_outcome,converted
executive,36,college,married,mobile,February,3,303,2,unidentified,converted
technical_specialist,33,high_school,divorced,mobile,April,17,181,1,unsuccessful,not_converted
retired_worker,59,elementary_school,married,unidentified,June,17,192,1,unidentified,not_converted
executive,38,college,married,unidentified,August,8,317,4,unidentified,converted
executive,51,college,married,mobile,July,23,58,2,unidentified,not_converted
manual_worker,31,high_school,married,mobile,July,15,128,1,unidentified,not_converted
manual_worker,49,high_school,married,mobile,August,6,585,4,unidentified,not_converted
administrative_staff,33,college,married,landline,October,21,39,1,unsuccessful,not_converted
technical_specialist,59,high_school,divorced,unidentified,May,26,228,1,unidentified,not_converted
manual_worker,37,high_school,married,mobile,July,16,1150,1,unidentified,not_converted
technical_specialist,41,high_school,married,mobile,July,10,61,4,unidentified,not_converted
business_owner,27,unidentified,married,mobile,May,6,465,1,unsuccessful,not_converted
technical_specialist,38,college,single,landline,July,21,184,21,unidentified,not_converted
